tailid,email,name_nb,name_nn,name_en,url_nb,url_en,orgstructid,orgid,kommunenummer,parentid
22598,biblioteket@svk.no,Sør-Varanger bibliotek,Sør-Varanger bibliotek,Sør-Varanger  Public Library,http://www.sor-varanger.kommune.no/index.php?cat=73399,,73,,,25322
22600,tjeldsund.folkebibliotek@tjeldsund.kommune.no,Tjeldsund folkebibliotek,Tjeldsund folkebibliotek,Tjeldsund  Public Library,http://fylkesbibl.monet.no/0/497,,73,,,25315
22604,vega.folkebibliotek@vega.kommune.no,Vega folkebibliotek,Vega folkebibliotek,Vega  Public Library,http://www.nordbib.no/0/500,,73,,,25258
22605,bibliotek@vestvagoy.kommune.no,Vestvågøy bibliotek,Vestvågøy bibliotek,Vestvågøy  Public Library,http://www.vestvagoy.kommune.no/enhet/Bibliotek,,73,,,25238
25961,,Høgskolen i Tromsø,Høgskolen i Tromsø,Tromsø University College,http://www.hitos.no/,,39,,,42983
25962,postmottak@hive.no,Høgskolen i Vestfold,Høgskolen i Vestfold,Vestfold University College,http://www.hive.no/,http://www.hive.no/?lang=en_GB,39,974789388,,42983
25963,postmottak@hiof.no,Høgskolen i Østfold,Høgskolen i Østfold,Østfold University College,http://www.hiof.no/,http://www.hiof.no/eng/english/home?lang=eng,39,971567376,,42983
25964,postmottak@hials.no,Høgskolen i Ålesund,Høgskolen i Ålesund,Ålesund University College,http://www.hials.no/,http://www.hials.no/eng,39,971572140,,42983
25966,postmottak@hivolda.no,Høgskulen i Volda,Høgskulen i Volda,Volda University College,http://www.hivolda.no/,http://www.hivolda.no/index.php?lang=eng,39,974809672,,
25967,postmottak@hoyanger.kommune.no,Høyanger kommune,Høyanger kommune,Høyanger Municipality,http://www.hoyanger.kommune.no,https://www.hoyanger.kommune.no/artikkel.aspx?MId1=102&AId=223,66,,1416,
25968,post@himolde.no,Høgskolen i Molde,Høgskolen i Molde,Molde University College,http://www.himolde.no/,http://www.himolde.no/english,39,971555483,,42983
25969,postmottak@hin.no,Høgskolen i Narvik,Høgskolen i Narvik,Narvik University College,http://www.hin.no/,http://vvv.hin.no/index.php?ID=5397,39,970921885,,42983
25970,postmottak@hinesna.no,Høgskolen i Nesna,Høgskolen i Nesna,Nesna University College,http://www.hinesna.no,http://www.hinesna.no/english,39,971576995,,42983
25971,postmottak@hio.no,Høgskolen i Oslo og Akershus,Høgskolen i Oslo og Akershus,Oslo and Akershus University College of Applied Sciences,http://www.hioa.no,http://www.hioa.no/eng/,39,997058925,,42983
25972,post@uis.no,Universitetet i Stavanger,Universitetet i Stavanger,University of Stavanger,http://www.uis.no/,http://www.uis.no/?lang=en_GB,38,971564679,,42983
25974,postmottak@hist.no,Høgskolen i Sør-Trøndelag,Høgskolen i Sør-Trøndelag,Sør-Trøndelag University College,http://www.hist.no/,http://www.hist.no/english/,39,975264750,,42983
25975,postmottak@hit.no,Høgskolen i Telemark,Høgskolen i Telemark,Telemark University College,http://www.hit.no/,http://www.hit.no/eng,39,971544929,,42983
25976,postmottak@haegebostad.kommune.no,Hægebostad kommune,Hægebostad kommune,Hægebostad Municipality,http://www.haegebostad.kommune.no/,,66,964963916,1034,
25977,post@uia.no,Universitetet i Agder,Universitetet i Agder,Agder University,http://www.uia.no,http://www.uia.no/en,38,970546200,,42983
25978,post@hib.no,Høgskolen i Bergen,Høgskolen i Bergen,Bergen University College,http://www.hib.no/,http://www.hib.no/english/index.html,39,974652366,,42983
25979,postmottak@hibo.no,Universitetet i Nordland,Universitetet i Nordland,University of Nordland,http://www.hibo.no/,http://www.hibo.no/index.php?lang=eng,39,970940243,,42983
42647,orkdal-dps@stolav.no,Orkdal DPS - Orkdal,Orkdal DPS - Orkdal,Orkdal District Psychiatric Centre - Orkdal,http://www.stolav.no/templates/StandardMaster____91781.aspx,,39,,,32236
27701,lnu@lnu.no,Landsrådet for Norges barne- og ungdomsorganisasjoner,Landsrådet for Norges barne- og ungdomsorganisasjoner,Norwegian Youth Council,http://www.lnu.no/,,81,971435739,,
35401,post@kulturminnefondet.no,Norsk kulturminnefond,Norsk kulturminnefond,Norwegian Cultural Heritage Fund,http://www.kulturminnefondet.no/,,38,985980101,,26479
42648,postmottak@vestreviken.no,Distriktspsykiatrisk senter Asker (DPS),Distriktspsykiatrisk senter Asker (DPS),Asker District Psychiatric Centre,http://www.vestreviken.no/omoss/avdelinger/klinikk-for-psykisk-helse-og-rus/distriktpsykiatrisk-senter-asker/Sider/side.aspx,,39,,,32255
35561,terje.larsen@iln.uio.no,Stedsnavntjenesten for Østlandet og Agderfylkene,Stadnamntenesta for Austlandet og Agderfylka,State Adviser on geographical names for Eastern Norway,http://www.sprakradet.no/nb-NO/Tema/Stedsnavn/Stedsnavntjenesten/Oestlandet-og-Agderfylkene/,,42,,,26519
27612,postmottak@andoy.kommune.no,Andøy kommune,Andøy kommune,Andøy Municipality,http://www.andoy.kommune.no,,66,945624809,1871,
27641,stl@trooglivssyn.no,Samarbeidsrådet for tros- og livssynssamfunn,Samarbeidsrådet for tros- og livssynssamfunn,Council for Religious and Life Stance Communities in Norway,http://www.trooglivssyn.no/,http://www.trooglivssyn.no/index.cfm?id=136722,81,981133080,,
37362,eurorett-adm@jus.uio.no,Senter for Europarett,Senter for Europarett,Centre for European Law,http://www.jus.uio.no/europarett/om/,http://www.jus.uio.no/europarett/english/about/,55,,,
37363,post@secora.no,Secora AS,Secora AS,Secora AS,http://www.secora.no,,89,,,26453
37364,,Skatteetatens Registerinfo (Serviceenhet for byggenæringen),Skatteetatens Registerinfo (Serviceenhet for byggenæringen),Skatteetatens Registerinfo (Serviceenhet for byggenæringen),http://www.skatteetaten.no/Templates/Kontaktpunkt.aspx?id=10354&kontor=Registerinfo&kontorpageid=10354&sourceid=10353&zoom=15000,,36,,,26674
24341,nav.seljord@nav.no,NAV Seljord ,NAV Seljord ,NAV Seljord ,http://www.nav.no/Lokalt/Telemark,http://www.nav.no/page?id=805312736,37,,,26059
24186,nav.kontaktsenter@nav.no,NAV Vennesla ,NAV Vennesla ,NAV Vennesla ,http://www.nav.no/Lokalt/Vest-Agder,http://nav.no/page?id=805312736,37,,,26061
24511,nav.kontaktsenter@nav.no,NAV Marnardal,NAV Marnardal,NAV Marnardal,http://www.nav.no/Lokalt/Vest-Agder,http://nav.no/page?id=1073743655,37,,,26061
24569,nav.kontaktsenter@nav.no,NAV Lindesnes,NAV Lindesnes,NAV Lindesnes,http://www.nav.no/Lokalt/Vest-Agder,http://www.nav.no/page?id=805312736,37,,,26061
24453,nav.kontaktsenter@nav.no,NAV Nøtterøy,NAV Nøtterøy,NAV Nøtterøy,http://www.nav.no/Lokalt/Vestfold,http://www.nav.no/page?id=805312736,37,,,26130
24583,nav.kontaktsenter@nav.no,NAV Holmestrand ,NAV Holmestrand ,NAV Holmestrand ,http://www.nav.no/Lokalt/Vestfold,http://nav.no/page?id=805312736,37,,,26130
25646,alta@reindrift.no,Reindriftsforvaltningen - Boazodoallohálddahus ,Reindriftsforvaltningen - Boazodoallohálddahus ,Norwegian Reindeer Husbandry Administration,http://www.reindrift.no/,,58,,,20537
25602,postmottak@rodoy.kommune.no,Rødøy kommune,Rødøy kommune,Rødøy Municipality,http://www.rodoy.kommune.no/,,66,945717173,1836,
35144,eures@nav.no,NAV EURES Møre og Romsdal,NAV EURES Møre og Romsdal,European Employment Services (EURES) Møre og Romsdal,http://www.nav.no/page?id=948,http://www.nav.no/English,36,,,26065
42483,postmottak@helse-bergen.no,Øyane DPS - distriktspsykiatrisk senter,Øyane DPS - distriktspsykiatrisk senter,Øyane District Psychiatric Centre,http://www.helse-bergen.no/omoss/avdelinger/oyane-dps/Sider/enhet.aspx,,39,,,32242
42484,postmottak@helgelandssykehuset.no,Mosjøen voksenpsykiatrisk poliklinikk (DPS),Mosjøen voksenpsykiatrisk poliklinikk (DPS),Mosjøen District Psychiatric Centre (DPS),http://www.helgelandssykehuset.no/voksenpsykiatrisk-poliklinikk-mosjoeen/category20182.html,,39,,,32230
43282,beate@kompasset.org,TUBA Norge - Terapi og rådgivning for unge ,TUBA Norge - Terapi og rådgivning for unge ,TUBA Norge.,http://www.tubanorge.no/Default.aspx?ID=3887,,81,,,
35783,postmottak@lanekassen.no,Klagenemnda i Lånekassen,Klagenemnda i Lånekassen,Loan Fund's Appeal Board,http://www.lanekassen.no/Toppmeny/Om_Lanekassen/Klagenemnda/,http://www.lanekassen.no/Toppmeny/Languages/English/Appeal/,58,,,
26491,postmottak@mattilsynet.no,"Mattilsynet - Regionkontoret for Oslo, Akershus og Østfold","Mattilsynet - Regionkontoret for Oslo, Akershus og Østfold","Norwegian Food Safety Authority - Regional Office for Oslo, Akershus og Østfold","http://www.mattilsynet.no/portal/page?_pageid=54,40083&_dad=portal&_schema=PORTAL&_piref54_40088_54_40083_40083.artSectionId=162&_piref54_40088_54_40083_40083.articleId=5479","http://www.mattilsynet.no/portal/page?_pageid=54,40103&_dad=portal&_schema=PORTAL&language=english",36,,,26492
25900,post@kafjord.kommune.no,Kåfjord kommune - Gáivuotna suohkan ,Kåfjord kommune - Gáivuotna suohkan ,Kåfjord Municipality,http://www.kafjord.kommune.no,,66,940363586,1940,
25901,emb.abuja@mfa.no,"Ambassaden i Nigeria, Abuja (Togo, Niger, Benin, Kamerun)","Ambassaden i Nigeria, Abuja (Togo, Niger, Benin, Kamerun)","Royal Norwegian Embassy in Nigeria (Togo, Niger, Benin, Cameroon",http://www.emb-norway.com.ng/Norsk/,http://www.emb-norway.com.ng/Embassy/,76,,,26375
25902,postmottak@lardal.kommune.no,Lardal kommune,Lardal kommune,Lardal Municipality,http://www.lardal.kommune.no/,http://www.lardal.kommune.no/Om-Lardal/Information-in-English/,66,964952434,0728,
25903,postmottak@larvik.kommune.no,Larvik kommune,Larvik kommune,Larvik Municipality,http://www.larvik.kommune.no/,,66,948930560,0709,
25905,post@lavangen.kommune.no,Lavangen kommune,Lavangen kommune,Lavangen Municipality,http://www.lavangen.kommune.no,,66,959469881,1920,
25906,postmottak@lebesby.kommune.no,Lebesby kommune,Lebesby kommune,Lebesby Municipality,http://www.lebesby.kommune.no,http://www.lebesby.kommune.no/index.php?cat=84790,66,,2022,
25908,postmottak@leikanger.kommune.no,Leikanger kommune,Leikanger kommune,Leikanger Municipality,http://www.leikanger.kommune.no,http://www.leikanger.kommune.no/in-english.170520.nn.html,66,,1419,
25909,postmottak@leirfjord.kommune.no,Leirfjord kommune,Leirfjord kommune,Leirfjord Municipality,http://www.leirfjord.kommune.no/,,66,945034572,1822,
25910,post@leka.kommune.no,Leka kommune,Leka kommune,Leka Municipality,http://www.leka.kommune.no/,,66,944484574,1755,
25911,post@leksvik.kommune.no,Leksvik kommune,Leksvik kommune,Leksvik Municipality,http://www.leksvik.kommune.no/,http://www.leksvik.kommune.no/sitepageview.aspx?sitePageID=2284,66,944426124,1718,
25912,postmottak@klepp.kommune.no,Klepp kommune,Klepp kommune,Klepp Municipality,http://www.klepp.kommune.no/,http://www.klepp.kommune.no/artikler/english,66,864969682,1120,
25913,postmottak@klabu.kommune.no,Klæbu kommune,Klæbu kommune,Klæbu Municipality,http://www.klabu.kommune.no/,,66,958731469,1662,
25914,,Kommunal landspensjonskasse,Kommunal landspensjonskasse,KLP,http://www.klp.no/,https://www.klp.no/english,74,938708606,,
25915,postmottak@kongsberg.kommune.no/servicetorget@kongsberg.kommune.no,Kongsberg kommune,Kongsberg kommune,Kongsberg Municipality,http://www.kongsberg.kommune.no/,http://www.kongsberg.kommune.no/English/,66,942402465,0604,
25917,postmottak@kongsvinger.kommune.no,Kongsvinger kommune,Kongsvinger kommune,Kongsvinger Municipality,http://www.kongsvinger.kommune.no,http://www.kongsvinger.kommune.no/no/Artikler/Welcome-to-Kongsvinger/,66,944117784,0402,
25927,post@kontrollbetong.no,Kontrollrådet,Kontrollrådet,Kontrollrådet,http://www.kontrollbetong.no/,,90,960496760,,
25806,postmottak@nesset.kommune.no,Nesset kommune,Nesset kommune,Nesset Municipality,http://www.nesset.kommune.no,http://www.nesset.kommune.no/artikkel.aspx?MId1=39&AId=834&back=1,66,864981062,1543,
25807,emb.newdelhi@mfa.no,Ambassaden i New Delhi - India (Bhutan),Ambassaden i New Delhi - India (Bhutan),Royal Norwegian Embassy in India (Bhutan),http://www.norwayemb.org.in/Norsk/,http://www.norwayemb.org.in/Embassy/,76,,,26375
44483,,"DPS Aust-Agder - Poliklinikk Øst, Tvedestrand","DPS Aust-Agder - Poliklinikk Aust, Tvedestrand",Aust-Agder District Psychiatric Centre - Tvedestrand,http://dps.austagder@sshf.no,,39,,,32249
25810,delun@mfa.no,"FN, Norges faste delegasjon, New York","FN, Norges faste delegasjon, New York",Norwegian Mission to the United Nations,http://www.norway-un.org/Norsk/,http://www.norway-un.org/,76,,,26375
25811,info@nissedal.kommune.no,Nissedal kommune,Nissedal kommune,Nissedal Municipality,http://www.nissedal.kommune.no,,66,964964343,0830,
25812,postmottak@nittedal.kommune.no,Nittedal kommune,Nittedal kommune,Nittedal Municipality,http://www.nittedal.kommune.no/,http://www.nittedal.kommune.no/Toppmeny/Contact-information/,66,971643870,0233,
25813,postmottak@nome.kommune.no,Nome kommune,Nome kommune,Nome Municipality,http://www.nome.kommune.no/,,66,964963371,0819,
25814,postmottak@norad.no,Direktoratet for utviklingssamarbeid - Norad,Direktoratet for utviklingssamarbeid - Norad,Norwegian Agency for Development Cooperation,http://www.norad.no/,http://www.norad.no/en/front-page,33,971277882,,26375
25815,post@mrfylke.no,Møre og Romsdal fylkeskommune,Møre og Romsdal fylkeskommune,Møre og Romsdal County Administration,http://www.mrfylke.no,http://www.mrfylke.no/English,59,944183779,1500,
25817,postmottak@malselv.kommune.no,Målselv kommune,Målselv kommune,Målselv Municipality,http://www.malselv.kommune.no,https://www.malselv.kommune.no/Modules/Theme.aspx?ObjectType=Article&ElementID=1426&Category.ID=1360,66,972418005,1924,
25818,postmottak@masoy.kommune.no,Måsøy kommune,Måsøy kommune,Måsøy Municipality,http://www.masoy.kommune.no/startsiden.15290.no.html,http://www.masoy.kommune.no/lets-visit-our-municipality.111027-15290.html,66,,2018,
26257,postmottak@enebakk.kommune.no,Enebakk kommune,Enebakk kommune,Enebakk Municipality,http://www.enebakk.kommune.no/,http://www.enebakk.kommune.no/Modules/article.aspx?ObjectType=Article&Article.ID=1205&Category.ID=,66,964949581,0229,
26258,postmottak@engerdal.kommune.no,Engerdal kommune,Engerdal kommune,Engerdal Municipality,http://www.engerdal.kommune.no/,http://www.engerdal.kommune.no/Modules/article.aspx?ObjectType=Article&Article.ID=8619&Category.ID=5482,66,964948976,0434,
26259,postmottak@nifes.no,Nasjonalt institutt for ernærings- og sjømatforskning,Nasjonalt institutt for ernærings- og sjømatforskning,National Institute of Nutrition and Seafood Research,http://www.nifes.no/,http://www.nifes.no/om%20nifes/index.php?page_id=&lang_id=2,38,979529783,,26659
26260,post.salten@politiet.no,Salten politidistrikt,Salten politidistrikt,Salten Police District,https://www.politi.no/salten/,http://www.politi.no/international/,39,983999999,,29872
26261,post@bokn.kommune.no,Bokn kommune,Bokn kommune,Bokn Municipality,http://www.bokn.kommune.no,http://www.bokn.kommune.no/index.cfm?id=225686,66,964979723,1145,
26262,emb.brasilia@mfa.no,"Ambassaden i Brasil, Brasilia (Guyana, Surinam)","Ambassaden i Brasil, Brasilia (Guyana, Surinam)","Royal Norwegian Embassy in Brazil (Guyana, Surinam)",http://www.noruega.org.br/Norsk/,,76,,,26375
26263,post@bremanger.kommune.no,Bremanger kommune,Bremanger kommune,Bremanger Municipality,http://www.bremanger.kommune.no/,,66,,1438,
26265,eu.brussels@mfa.no,"EU-delegasjonen, Brussel","EU-delegasjonen, Brussel",Norwegian Mission to the European Union,http://www.eu-norge.org/,http://www.eu-norway.org/,76,,,26375
26266,emb.bucharest@mfa.no,"Ambassaden i Romania, Bucuresti (Moldova)","Ambassaden i Romania, Bucuresti (Moldova)",Royal Norwegian Embassy in Romania (Moldova),http://www.norvegia.ro/,,76,,,26375
26267,emb.budapest@mfa.no,"Ambassaden i Ungarn, Budapest (Slovenia)","Ambassaden i Ungarn, Budapest (Slovenia)","Royal Norwegian Embassy in Budapest, Hungary (Slovenia)",http://www.norvegia.hu/Norsk/,,76,,,26375
26268,emb.buenosaires@mfa.no,"Ambassaden i Argentina, Buenos Aires (Bolivia, Paraguay, Uruguay)","Ambassaden i Argentina, Buenos Aires (Bolivia, Paraguay, Uruguay)","Royal Norwegian Embassy in Argentina (Bolivia, Paraguar, Uruguay)",http://www.noruega.org.ar/,,76,,,26375
26269,post@bunadogfolkedrakt.no,Bunad- og folkedraktrådet,Bunad- og folkedraktrådet,National Council for Folk Costume,http://www.bunadraadet.no/,,42,,,20530
26273,post@bygland.kommune.no,Bygland kommune,Bygland kommune,Bygland Municipality,http://www.bygland.kommune.no/,,66,,0938,
22844,folkebiblioteket@audnedal.kommune.no,Audnedal folkebibliotek,Audnedal folkebibliotek,Audnedal  Public Library,http://www.audnedal.kommune.no/organisasjon/bibliotek/101-biblioteket,,73,,,27562
22839,biblioteket@birkenes.kommune.no,Birkenes folkebibliotek,Birkenes folkebibliotek,Birkenes  Public Library,http://www.birkenes.kommune.no/ressurser/TMCore/Emneord1/Bibliotektjenester/,,73,,,26311
22833,biblioteket@tvedestrand.kommune.no,Tvedestrand folkebibliotek,Tvedestrand folkebibliotek,Tvedestrand  Public Library,http://www.tvedestrand.folkebibl.no/,,73,,,25285
22828,biblioteket@gjerstad.kommune.no,Gjerstad folkebibliotek,Gjerstad folkebibliotek,Gjerstad Public Library,http://websok.mikromarc.no/Mikromarc3/web/default.aspx?db=gjerstad-fb&unit=6471,,73,,,26079
22823,bibliotekpost@lyngdal.kommune.no,Lyngdal folkebibliotek,Lyngdal folkebibliotek,Lyngdal  Public Library,http://www.lyngdalbibliotek.no/,,73,,,25872
22817,sdabib@sauda.folkebibl.no,Sauda folkebibliotek,Sauda folkebibliotek,Sauda  Public Library,http://www.sauda.kommune.no/artikkel.aspx?AId=80&back=1&MId1=31&MId2=97,,73,,,25580
23483,oeikbib@ovre-eiker.folkebibl.no,Øvre Eiker bibliotek,Øvre Eiker bibliotek,Øvre Eiker Public Library,http://www.ovre-eiker.folkebibl.no/,,73,,,27561
23469,biblioteket@nore-og-uvdal.kommune.no,Nore og Uvdal bibliotek,Nore og Uvdal bibliotek,Nore og Uvdal Public Library,http://www.nore-og-uvdal.kommune.no/Tjenester.aspx?id=SIT23740&service=144967&version=1&orgno=964950946,,73,,,25785
27170,,Juss-Buss,Juss-Buss,Law Student's Free Legal Aid Organisation,http://jussbuss.no/,http://www.jussbuss.no/mainmenu.php?ObjectId=303,82,,,
27171,sfu@skatteetaten.no,Sentralskattekontoret for utenlandssaker,Sentralskattekontoret for utanlandssaker,Central Office - Foreign Tax  Affairs,http://www.skatteetaten.no/Templates/Kontaktpunkt.aspx?id=2168&kontor=Sentralskattekontoret+for+utenlandssaker&kontorpageid=2168&sourceid=2199&zoom=15000&epslanguage=NO,http://www.skatteetaten.no/no/taxnorway/,34,993754013,,26674
27175,post@blakors.no,Blå Kors i Norge,Blå Kors i Norge,Blue Cross Norway ,http://www.blakors.no/,,81,962323855,,
27176,jurk@jus.uio.no,JURK - Juridisk Rådgivning for Kvinner,JURK - Juridisk Rådgivning for Kvinner,JURK - Legal Advice for Women,http://www.jurk.no/,,81,971486201,,
27177,kundeservice@kommuneforlaget.no,Kommuneforlaget,Kommuneforlaget,Kommuneforlaget,http://www.kommuneforlaget.no,,81,910976222,,
27178,post@motstoff.no,Landsforbundet Mot Stoffmisbruk,Landsforbundet Mot Stoffmisbruk,Landsforbundet Mot Stoffmisbruk,http://www.motstoff.no/,,81,971278900,,
27181,,Norges Automobil-Forbund,Norges Automobil-Forbund,Norges Automobil-Forbund,http://www.naf.no/,,81,944383832,,
20679,familievernkontoret.sor-rogaland@bufetat.no,"Familievernkontoret i Sør-Rogaland, avd. Egersund", ,Sør-Rogland Family Counselling Services ,http://www.bufetat.no/familievernkontor/familievernkontoret-sor-rogaland-egersund/,http://www.bufetat.no/engelsk/,82,,,34845
20680,familievernkontoret.sor-rogaland@bufetat.no,"Familievernkontoret i Sør-Rogaland, Stavanger ", ,"Sør-Rogaland, Stavanger Family Counselling Services ",http://www.fam-vern-stvg.no/,http://www.bufetat.no/engelsk/,82,,,34845
20681,familievernkontoret.haugalandet@bufetat.no,Familievernkontoret for Haugalandet ,Familievernkontoret i Haugesund ,Haugesund Family Counselling Services ,http://www.bufetat.no/familievernkontor/haugalandet/,http://www.bufetat.no/engelsk/,82,,,34845
20682,bjorgvin.familieradgivningskontor@bufetat.no,Bjørgvin Familierådgivningskontor ,Bjørgvin Familierådgivningskontor ,Bjørgvin Family Counselling Services,http://www.bufetat.no/familievernkontor/bjorgvin/,http://www.bufetat.no/engelsk/,39,,,34845
20683,kf.biskopshavn@bufetat.no,Kirkens Familierådgivning Biskopshavn (KF),Kirkens familierådgivning Biskopshavn (KF),Biskopshavn Family Counselling Services (KF),http://www.bufetat.no/familievernkontor/biskopshavn/,http://www.bufetat.no/engelsk/,82,974252627,,34845
20684,,Familievernkontoret på Straume,Familievernkontoret på Straume,Straume Family Counselling Services ,http://www.bufetat.no/familievernkontor/straume/,http://www.bufetat.no/engelsk/,39,,,34845
20685,familievernkontoret.fana@bufetat.no,Familievernkontoret i Fana ,Familievernkontoret i Fana ,Fana Family Counselling Services ,http://www.bufetat.no/familievernkontor/fana/,http://www.bufetat.no/engelsk/,39,,,34845
20686,familievernkontoret.odda@bufetat.no,Familievernkontoret i Odda,Familievernkontoret i Odda,Odda Family Counselling Services ,http://www.bufetat.no/familievernkontor/odda/,http://www.bufetat.no/engelsk/,39,,,34845
41351,postmottak@sjofartsdir.no,"Sjøfartsdirektoratet, Stasjon Hammerfest ","Sjøfartsdirektoratet, Stasjon Hammerfest ","Norwegian Maritime Directorate, Hammerfest office",http://www.sjofartsdir.no/no/Om-Sjofartsdirektoratet/Distrikter_og_stasjoner/Distrikt_3/,http://www.sjofartsdir.no/en/Frontpage/,37,,,41342
41352,postmottak@sjofartsdir.no,"Sjøfartsdirektoratet, Stasjon Båtsfjord ","Sjøfartsdirektoratet, Stasjon Båtsfjord","Norwegian Maritime Directorate, Båtsfjord office",http://www.sjofartsdir.no/no/Om-Sjofartsdirektoratet/Distrikter_og_stasjoner/Distrikt_3/,http://www.sjofartsdir.no/en/,37,,,41342
41350,postmottak@sjofartsdir.no,"Sjøfartsdirektoratet, Stasjon Tromsø ","Sjøfartsdirektoratet, Stasjon Tromsø ","Norwegian Maritime Directorate, Tromsø office",http://www.sjofartsdir.no/no/Om-Sjofartsdirektoratet/Distrikter_og_stasjoner/Distrikt_3/,http://www.sjofartsdir.no/en/,37,,,41342
41862,postmottak@fiskeridir.no,Fiskerikontoret Båtsfjord,Fiskerikontoret Båtsfjord,"Directorate of Fisheries, Båtsfjord local office",http://www.fiskeridir.no/om-oss/telefon-og-e-post/region-finnmark2,http://www.fiskeridir.no/english,37,,,26216
25232,firmapost@vfk.no,Vestfold fylkeskommune,Vestfold fylkeskommune,Vestfold County Administration,http://www.vfk.no,http://www.vfk.no/sitecore/content/Home/Global/Meny/Internett/English/Vestfold%20County%20Council.aspx,59,944025391,0700,
25234,postmottak@vestnes.kommune.no,Vestnes kommune,Vestnes kommune,Vestnes Municipality,http://www.vestnes.kommune.no,http://www.vestnes.kommune.no/Modules/Theme.aspx?ObjectType=Article&ElementID=2213&Category.ID=1724,66,939901965,1535,
25235,post.vestoppland@politiet.no,Vestoppland politidistrikt,Vestoppland politidistrikt,Vestoppland Police District,https://www.politi.no/vestoppland/,http://www.politi.no/international/,39,974762005,,29872
25236,post@vestre-slidre.kommune.no,Vestre Slidre kommune,Vestre Slidre kommune,Vestre Slidre Municipality,http://www.vestre-slidre.kommune.no,http://www.vestre-slidre.kommune.no/artikkel.aspx?AId=812&back=1&MId1=447,66,961382157,0543,
25237,post@vestre-toten.kommune.no,Vestre Toten kommune,Vestre Toten kommune,Vestre Toten Municipality ,http://www.vestre-toten.kommune.no/,http://www.vestre-toten.kommune.no/artikler/english,66,971028300,0529,
25238,postmottak@vestvagoy.kommune.no,Vestvågøy kommune,Vestvågøy kommune,Vestvågøy Municipality,http://www.vestvagoy.kommune.no/,,66,942570619,1860,
25239,postmottak@vetinst.no,Veterinærinstituttet,Veterinærinstituttet,National Veterinary Institute,http://www.vetinst.no/,http://www.vetinst.no/eng/,58,970955623,,20537
20536,postmottak@fin.dep.no,Finansdepartementet,Finansdepartementet,Ministry of Finance,http://www.regjeringen.no/nb/dep/fin.html?id=216,http://www.regjeringen.no/en/dep/fin.html?id=216,27,972417807,,
20537,postmottak@lmd.dep.no,Landbruks- og matdepartementet,Landbruks- og matdepartementet,Ministry of Agriculture and Food,http://www.regjeringen.no/nb/dep/lmd.html?id=627,http://www.regjeringen.no/en/dep/lmd.html?id=627,27,972417874,,
42022,utland@helfo.no,Helseøkonomiforvaltningen (HELFO) Utland,Helseøkonomiforvaltninga (HELFO) Utland,Health Economics Administration (HELFO) Abroad,http://www.helfo.no,,36,,,39862
38522,finnmark@innovasjonnorge.no,"Innovasjon Norge, Finnmark (Alta)","Innovasjon Noreg, Finnmark (Alta)","Innovation Norway, Finnmark (Alta)",http://innovasjonnorge.no/Kontorer-i-Norge/Finnmark-Alta/,http://innovasjonnorge.no/Contact-us/,87,,,35062
24174,,Skatt sør Lyngdal,Skatt sør Lyngdal,Lyngdal Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40185
24016,,Skatt øst Sarpsborg,Skatt øst Sarpsborg,Sarpsborg Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40186
24140,,Skatt øst Moss,Skatt øst Moss,Moss Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40186
24465,,Skatt øst Fredrikstad,Skatt øst Fredrikstad,Fredrikstad Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40186
26609,firmapost@sismo.no,Statens innkrevingssentral,Statens innkrevjingssentral,NCA - National Collection Agency,http://www.sismo.no/,http://www.sismo.no/,58,,,20536
26610,firmapost@sysselmannen.no,Sysselmannen på Svalbard,Sysselmannen på Svalbard,Governor of Svalbard,http://www.sysselmannen.no/hoved.aspx?m=44267,http://www.sysselmannen.no/hoved.aspx?m=44365,38,971456523,,26888
26611,okokrim@okokrim.no,Økokrim,Økokrim,National Authority for Investigation and Prosecution of Economic and Environmental Crime (Økokrim),http://www.okokrim.no/,http://www.okokrim.no/artikler/in-english,39,874761532,,28268
42162,post.troms@politiet.no,Bardu lensmannskontor,Bardu lensmannskontor,Bardu Police Station,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_troms/KontaktInfo_28.xhtml,https://www.politi.no/international/,39,,,25333
42322,,"Servicesenter for utenlandske arbeidstakere, Stavanger","Servicesenter for utanlandske arbeidstakarar, Stavanger","Service Centre for Foreign Workers, Stavanger",http://www.sua.no/,http://www.sua.no/en/sua/,58,,,
21837,post.romerike@politiet.no,Gardermoen politistasjon,Gardermoen politistasjon,Gardermoen Police Station (Oslo Airport),https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_romerike/KontaktInfo_414.xhtml,,39,,,25622
21708,post.agder@politiet.no,Lyngdal lensmannskontor,Lyngdal lensmannskontor,Lyngdal Police Station (lensmann) ,https://www.politi.no/agder/kontakt_agder/KontaktInfo_100.xhtml,http://www.politi.no/international/,39,,,25896
